name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,lead_score
Bedford auto repair,auto repair shop,Coquitlam BC,(604) 220-1416,"2684 Bedford St. Unit B, Port Coquitlam, BC V3C 3K6, Canada",5,18,,none,https://maps.google.com/?cid=13780401096582256667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,56
Auron Autohaus Ltd,auto repair shop,Delta BC,(236) 978-0840,"6165 17A Ave #250, Delta, BC V4K 4E2, Canada",5,16,,none,https://maps.google.com/?cid=4498444967667289396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,56
PTS Mobile Auto Service,auto repair shop,Delta BC,(604) 816-5168,"11753 Alderwood Crescent, Delta, BC V4E 3E4, Canada",5,19,,none,https://maps.google.com/?cid=3029820234281816122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,56
J&D Auto Repair Services LTD.,auto repair shop,Surrey BC,(604) 591-1039,"14770 64 Ave Unit 210, Surrey, BC V3S 1X7, Canada",5,16,,none,https://maps.google.com/?cid=13844054775408607651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,56
We’re Here! Professional Cleaning,house cleaning service,North Vancouver BC,(604) 442-9063,"528 28th St W, North Vancouver, BC V7N 2J5, Canada",5,46,https://linktr.ee/WEREHERE_CLEANING,social_only,https://maps.google.com/?cid=15000447566444881273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,54
MM Cleaning,house cleaning service,North Vancouver BC,(778) 222-2256,"122 17th Street E, North Vancouver, BC V7L 2V5, Canada",4.9,93,,none,https://maps.google.com/?cid=4214810726288992802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,54
Coral Cleaners,house cleaning service,Surrey BC,(236) 833-4458,"7558 124 St, Surrey, BC V3W 3X3, Canada",4.9,60,,none,https://maps.google.com/?cid=16262331336174611223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,51
Dawit & Genet Cleaning Service,house cleaning service,Burnaby BC,(778) 709-4774,"7951 14th Ave, Burnaby, BC V3N 2B3, Canada",5,41,,none,https://maps.google.com/?cid=2650936052168960854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,49
Consider It Done Residential Cleaning and Housekeeping,house cleaning service,Coquitlam BC,(604) 518-4616,"2423 Glenwood Ave, Port Coquitlam, BC V3B 1Y7, Canada",4.9,43,,none,https://maps.google.com/?cid=10941676652841640424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,49
Lulu House Cleaning Services,house cleaning service,North Vancouver BC,(604) 200-9956,"1721 St Georges Ave, North Vancouver, BC V7L 3J6, Canada",5,40,,none,https://maps.google.com/?cid=4341374497343024795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,49
NSSC - House Cleaners North Vancouver,house cleaning service,North Vancouver BC,(604) 992-8952,"225 13th St E, North Vancouver, BC V7L 2L6, Canada",4.8,45,,none,https://maps.google.com/?cid=4874879124344100729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,49
Balaji Cleaning Services LTD.,house cleaning service,Surrey BC,(604) 652-4897,"10368 125 St, Surrey, BC V3V 4Y7, Canada",4.8,37,,none,https://maps.google.com/?cid=10880365042739804815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,48
Nick's Exterior Cleaning,house cleaning service,Maple Ridge BC,(778) 872-8694,"20355 Walnut Crescent, Maple Ridge, BC V2X 9M8, Canada",5,21,,none,https://maps.google.com/?cid=4799015401849772467&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,47
PURELY CLEAN,house cleaning service,North Vancouver BC,(778) 999-0339,"2008 Fullerton Ave, North Vancouver, BC V7P 3G7, Canada",5,23,,none,https://maps.google.com/?cid=6729359762719398489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,47
