name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,reachable,https,final_url,mobile_viewport,copyright_year,page_size_kb,load_ms,red_flags,lead_score
Minit-Tune & Brake Auto Centres,auto repair shop,Coquitlam BC,(604) 464-7844,"2773 F Barnet Hwy, Coquitlam, BC V3B 1C2, Canada",4.4,161,https://www.minit-tune.com/locations/coquitlam-barnet-highway,real,https://maps.google.com/?cid=18411596794835340618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://minit-tune.com/location/coquitlam-barnet-highway/,yes,2026,128,517,,46
Austin Automotive,auto repair shop,Coquitlam BC,(604) 931-2600,"1300 Austin Ave, Coquitlam, BC V3K 3P5, Canada",4.5,164,http://www.austinautomotive.ca/,real,https://maps.google.com/?cid=5013842132975286083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.austinautomotive.ca/,yes,,56,343,,46
Falcon Auto Clinic Ltd.,auto repair shop,Coquitlam BC,(604) 945-6575,"2561 Barnet Hwy, Coquitlam, BC V3H 1W4, Canada",4.5,68,http://www.falconauto.ca/,real,https://maps.google.com/?cid=15319180652108148171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.falconauto.ca/,yes,2023,112,249,stale_copyright_2023;no_ssl,46
Superstar Auto Repair Centre Ltd,auto repair shop,Richmond BC,(604) 278-9198,"11451 Bridgeport Rd Unit 100, Richmond, BC V6X 1T4, Canada",4.5,114,http://superstarauto.ca/,real,https://maps.google.com/?cid=6355975878395298822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.superstarauto.ca/,yes,,1018,409,builder_wix,46
NAPA AUTOPRO - G & A's Car Clinic,auto repair shop,Delta BC,(604) 930-9569,"11956 95 Ave, Delta, BC V4C 3T9, Canada",4.5,166,https://www.napaautopro.com/en/auto-repair/british-columbia/delta-g-as-car-clinic/?utm_source=G&utm_medium=local&utm_campaign=google-local,real,https://maps.google.com/?cid=8196760801697581095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.napaautopro.com/en/auto-repair/british-columbia/delta-g-as-car-clinic/?utm_source=G&utm_medium=local&utm_campaign=google-local,yes,,113,514,,46
NAPA AUTOPRO - John's Thistle Auto Ltd.,auto repair shop,Delta BC,(604) 946-6626,"4892 Elliott St, Delta, BC V4K 2X8, Canada",4.8,110,http://www.johnsthistleauto.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,real,https://maps.google.com/?cid=2962161939591475945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://johnsthistleauto.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,yes,2016,46,2051,stale_copyright_2016,46
JPS Automotive Service,auto repair shop,North Vancouver BC,(604) 929-7716,"212 C, 80 Orwell St, North Vancouver, BC V7J 3R5, Canada",4.9,166,http://www.autorepairnorthvancouver.ca/,real,https://maps.google.com/?cid=7647907555493204141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.autorepairnorthvancouver.ca/,yes,,30,501,,46
AR Superfix Mechanical Ltd,plumber,Langley BC,(236) 513-8007,"20890 57 Ave, Langley, BC V3A 8S9, Canada",5,16,http://www.arsuperfixltd.com/,real,https://maps.google.com/?cid=3164070977573720166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.arsuperfixltd.com/,yes,2009,18,198,stale_copyright_2009,46
Lafayette Plumbing Inc.,plumber,Coquitlam BC,(604) 464-0031,"3246 Toronto St, Port Coquitlam, BC V3B 5T5, Canada",5,18,http://www.lafayetteinc.ca/,real,https://maps.google.com/?cid=3818333902774202180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://www.lafayetteinc.ca/,yes,2026,7,143,no_ssl,46
Drain Surgeon Plumbing & Services Inc.,plumber,Maple Ridge BC,(778) 896-4714,"11985 203 St Unit 211, Maple Ridge, BC V2X 4V2, Canada",5,15,http://www.drainsurgeon.ca/,real,https://maps.google.com/?cid=17879313810382131806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,no,http://drainsurgeon.ca/,yes,,3,178,no_ssl,46
BC Comfort Ltd,hvac contractor,Burnaby BC,(604) 439-3344,"3707 Wayburne Dr, Burnaby, BC V5G 3L1, Canada",4.2,19,https://bccomfort.com/,real,https://maps.google.com/?cid=1847875312951285912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://bccomfort.com/,yes,2000,415,246,stale_copyright_2000,46
Sekhon Power & Electrical,electrician,Surrey BC,(604) 862-7136,"9081 141a St, Surrey, BC V3V 8A4, Canada",5,17,https://sekhonpower.ca/,real,https://maps.google.com/?cid=1422845294489669619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://sekhonpower.ca/,yes,2025,81,13039,slow_load,46
Point Grey Plumbing & Heating Ltd,plumber,Surrey BC,(604) 263-7676,"17974 55 Ave, Surrey, BC V3S 6C8, Canada",4.5,51,http://www.pointgreyplumbing.com/,real,https://maps.google.com/?cid=12632210367819998716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://pgplumbing.ca/,yes,2026,49,320,,45
Hydropro Plumbing & Water Ltd,plumber,Burnaby BC,(604) 652-4356,"4720 Lougheed Hwy, Burnaby, BC V5C 0M8, Canada",4.9,51,https://hydroproplumbing.ca/,real,https://maps.google.com/?cid=18011350919530378392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://hydroproplumbing.ca/,yes,2026,67,90,,45
Da Costa Plumbing & Heating Ltd,plumber,Burnaby BC,(604) 834-7244,"5865 Halley Ave #1209, Vancouver, BC V5H 1K4, Canada",5,57,http://www.dacostaplumbing.com/,real,https://maps.google.com/?cid=17008559664302589974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://dacostaplumbing.com/,yes,,237,613,,45
GSP Services Ltd.,plumber,Burnaby BC,(604) 834-3766,"3051 Underhill Ave #9, Burnaby, BC V5A 3C2, Canada",4.9,54,https://gspservices.ca/,real,https://maps.google.com/?cid=2652720144109256285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://gspservices.ca/,yes,,32,125,,45
Burke Mountain Plumbing and Heating,plumber,Coquitlam BC,(778) 707-7338,"2755 Lougheed Hwy 34A #108, Port Coquitlam, BC V3B 5Y9, Canada",4.9,52,https://burkemountainplumbing.com/port-coquitlam-plumber/,real,https://maps.google.com/?cid=10531031258590967364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http_404,yes,https://burkemountainplumbing.com/port-coquitlam-plumber/,yes,2026,140,1794,,45
Pacific Blue Mechanical & Plumbing,plumber,North Vancouver BC,(604) 652-9468,"50 Lonsdale Ave Ste 205, North Vancouver, BC V7M 2E6, Canada",5,56,https://pacificbluemechanical.ca/,real,https://maps.google.com/?cid=17914571733422350561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://pacificbluemechanical.ca/,yes,2026,215,291,,45
Pars Mechanical Corp,plumber,North Vancouver BC,(604) 418-7746,"1536 Ross Rd, North Vancouver, BC V7J 1V4, Canada",5,51,http://parsmechanical.com/,real,https://maps.google.com/?cid=9049664614076913022&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.parsmechanical.com/,yes,2026,187,1454,,45
Team604 Mechanical Ltd.,hvac contractor,Surrey BC,(604) 344-5151,"14058 100a Ave, Surrey, BC V3T 1K5, Canada",5,54,http://team604.ca/,real,https://maps.google.com/?cid=13478596102247535531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://team604.ca/,yes,2026,83,258,,45
Advanced furnace services and air conditioning,hvac contractor,Surrey BC,(778) 387-2994,"6350 142 St, Surrey, BC V3X 1B8, Canada",5,55,http://advancedfurnace.ca/,real,https://maps.google.com/?cid=18324684536479558043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://advancedfurnace.ca/,yes,2026,69,2264,,45
M&T Air Conditioning Ltd.,hvac contractor,Surrey BC,(604) 531-1934,"19140 28 Ave #118, Surrey, BC V3Z 6M3, Canada",4.9,53,https://mandtac.com/?utm_campaign=gmb,real,https://maps.google.com/?cid=12392219059005824013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://mandtac.com/?utm_campaign=gmb,yes,2025,222,429,,45
Royal Pro Heating LTD,hvac contractor,Burnaby BC,(604) 299-4050,"Burnaby, BC V5G 1L7, Canada",4.8,56,http://www.royal-heating.com/,real,https://maps.google.com/?cid=6326754642025820952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://royal-heating.com/,yes,2026,132,436,,45
Quick Cool,hvac contractor,Burnaby BC,(604) 473-7777,"4170 Still Creek Dr Ste 250, Burnaby, BC V5C 4T9, Canada",4.8,52,https://quickcool.ca/?utm_source=gmb&utm_medium=website&utm_campaign=burnaby,real,https://maps.google.com/?cid=2771140108657502549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://quickcool.ca/?utm_source=gmb&utm_medium=website&utm_campaign=burnaby,yes,2026,53,959,,45
BTU Heating & Cooling,hvac contractor,Coquitlam BC,(778) 865-2800,"1331 Olmsted St, Coquitlam, BC V3E 3H1, Canada",4.9,59,https://btuhvac.ca/,real,https://maps.google.com/?cid=14758541287720312422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://btuhvac.ca/,yes,2026,414,2384,,45
Onsite Heating and Cooling Ltd,hvac contractor,Maple Ridge BC,(604) 554-4444,"1256 Chelsea Ave, Port Coquitlam, BC V3B 7J9, Canada",4.4,52,https://onsiteheatingandcooling.com/,real,https://maps.google.com/?cid=1998961404202110469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://onsiteheatingandcooling.com/,yes,2026,391,518,,45
Arctic Fox Mechanical,hvac contractor,North Vancouver BC,(778) 707-1550,"6028 Glenwynd Pl, West Vancouver, BC V7W 2W5, Canada",5,51,https://www.arcticfoxmechanical.ca/,real,https://maps.google.com/?cid=14664352619593106053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.arcticfoxmechanical.ca/,yes,,301,417,,45
Zeus Electric & Controls Inc,electrician,Burnaby BC,(236) 705-6287,"2288 Alpha Ave, Burnaby, BC V5C 0L9, Canada",5,58,https://zeuselectric.ca/,real,https://maps.google.com/?cid=10196687484266201014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://zeuselectric.ca/,yes,2026,204,574,,45
Sparkstone Electric Ltd.,electrician,Burnaby BC,(778) 239-2811,"8043 18th Ave, Burnaby, BC V3N 1J9, Canada",5,55,https://www.sparkstoneelectric.ca/,real,https://maps.google.com/?cid=2308310562162932843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.sparkstoneelectric.ca/,yes,2026,172,416,,45
PWPC Electrical Services,electrician,Coquitlam BC,(604) 468-7972,"1952 Kingsway Ave, Port Coquitlam, BC V3C 6C2, Canada",4.9,55,http://www.pwpc.ca/,real,https://maps.google.com/?cid=10057667119120604657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://pwpc.ca/,yes,2026,70,1010,,45
C3 Electrical Ltd,electrician,Richmond BC,(604) 616-1984,"488 SW Marine Dr, Vancouver, BC V5X 0C6, Canada",5,58,https://www.c3electrical.ca/,real,https://maps.google.com/?cid=9371917209370926778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://c3electrical.ca/,yes,,2,1394,,45
Wired Up Electrical Ltd,electrician,Delta BC,(604) 230-9078,"6757 Seaview Rd, Delta, BC V4L 1A2, Canada",5,56,https://wired-up.ca/,real,https://maps.google.com/?cid=14336059105841217690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://wired-up.ca/,yes,2025,117,127,,45
PR ELECTRICAL INSTALLATION,electrician,North Vancouver BC,(604) 773-7375,"1550 Fern St, North Vancouver, BC V7J 0A9, Canada",5,59,http://www.prelectrics.com/,real,https://maps.google.com/?cid=11552448973148797528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.prelectrics.com/,yes,,111,2665,,45
Tashlight Electric,electrician,North Vancouver BC,(236) 481-1101,"2004 Fullerton Ave, North Vancouver, BC V7P 3G8, Canada",5,57,https://tashlightelectric.ca/?utm_campaign=gmb,real,https://maps.google.com/?cid=11845249640893702567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tashlightelectric.ca/?utm_campaign=gmb,yes,2026,394,3016,,45
Greenvolt Electric Ltd,electrician,North Vancouver BC,(778) 997-1542,"510 E Braemar Rd, North Vancouver, BC V7N 1R3, Canada",5,53,http://www.greenvoltelectric.ca/,real,https://maps.google.com/?cid=16108570751046408114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://greenvoltelectric.ca/,yes,2026,189,1973,,45
Care Electrical Services,electrician,North Vancouver BC,(778) 771-1701,"1386 Cammeray Rd, West Vancouver, BC V7S 2N3, Canada",5,58,https://careelectrical.ca/,real,https://maps.google.com/?cid=14734758384418106722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://careelectrical.ca/,yes,,775,1053,,45
BC Instant Lawns and Landscapes,landscaping company,Delta BC,(604) 245-2227,"3865 72 St, Delta, BC V4L 2N7, Canada",4.8,152,https://bcinstantlawns.com/,real,https://maps.google.com/?cid=13951230070672944773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://bcinstantlawns.com/,yes,,164,323,,45
ProPestClean Pest Control,pest control,Langley BC,(778) 819-4679,"3238 Royal Oak Ave, Burnaby, BC V5G 3L6, Canada",5,152,https://www.propestclean.ca/,real,https://maps.google.com/?cid=17362481203828234037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.propestclean.ca/,yes,,360,613,,45
Fraser Valley Pest Control,pest control,Burnaby BC,(604) 831-2754,"3540 SE Marine Dr #15, Burnaby, BC V5S 4R3, Canada",4.9,103,http://www.fraserpest.ca/,real,https://maps.google.com/?cid=12747775874041897883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://fraserpest.ca/,yes,2021,170,2998,stale_copyright_2021,45
Pesticon Pest Control Vancouver,pest control,Burnaby BC,(604) 229-1097,"1450 W Broadway, Vancouver, BC V6H 1H4, Canada",4.8,157,https://www.pesticon.ca/,real,https://maps.google.com/?cid=3146634073917245366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.pesticon.ca/,yes,,270,132,,45
- GAP Auto repair,auto repair shop,Surrey BC,(604) 588-4009,"13560 106 Ave, Surrey, BC V3T 2C5, Canada",4.5,151,https://www.napaautopro.com/en/auto-repair/british-columbia/surrey-g-a-p-automotive/?utm_source=G&utm_medium=local&utm_campaign=google-local,real,https://maps.google.com/?cid=9762114024280470624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.napaautopro.com/en/auto-repair/,yes,,1850,1581,,45
A-Pro Automotive Services Ltd.,auto repair shop,Langley BC,(604) 534-3693,"5968 205a St, Langley, BC V3A 8C4, Canada",4.7,107,http://apro-auto.com/,real,https://maps.google.com/?cid=15373549496898184278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.apro-auto.com/,yes,,622,510,builder_wix,45
NAPA AUTOPRO - MY PLACE BRAKE & MUFFLER LTD.,auto repair shop,Langley BC,(604) 514-0714,"20146 Fraser Hwy, Langley, BC V3A 4E5, Canada",4.5,152,https://www.napaautopro.com/en/auto-repair/british-columbia/langley-my-place-brake-muffler-ltd/?utm_source=G&utm_medium=local&utm_campaign=google-local,real,https://maps.google.com/?cid=14420335606901468255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.napaautopro.com/en/auto-repair/british-columbia/langley-my-place-brake-muffler-ltd/?utm_source=G&utm_medium=local&utm_campaign=google-local,yes,,111,469,,45
Tyner Automotive LTD.,auto repair shop,Coquitlam BC,(604) 552-3799,"2260 Tyner St Unit 1, Port Coquitlam, BC V3C 2Z1, Canada",4.6,103,http://tynerautomotive.com/,real,https://maps.google.com/?cid=9969462242094035586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tynerautomotive.com/,yes,2024,126,208,stale_copyright_2024,45
AutoMind Collision Coquitlam,auto repair shop,Coquitlam BC,(604) 757-5319,"901 Tupper Ave, Coquitlam, BC V3K 1A4, Canada",4.3,100,http://www.automind.ca/,real,https://maps.google.com/?cid=7664428294852603190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://automind.ca/,yes,2007,250,1312,stale_copyright_2007,45
BDL Automotive Service & Repair,auto repair shop,Coquitlam BC,(778) 285-7117,"1870 McLean Ave, Port Coquitlam, BC V3C 2N4, Canada",4.8,54,http://www.bdlautomotive.ca/contactus.html,real,https://maps.google.com/?cid=9745016588062430446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http_403,no,http://www.bdlautomotive.ca/contactus.html,no,,0,91,not_mobile_ready;no_ssl,45
AHM Automotive,auto repair shop,Richmond BC,(604) 447-7898,"11031 Bridgeport Rd #105, Richmond, BC V6X 3A2, Canada",4.7,54,http://www.ahmautomotive.ca/,real,https://maps.google.com/?cid=6719595369447543349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.ahmautomotive.ca/,no,2016,45,866,not_mobile_ready;stale_copyright_2016,45
LZ Auto Service,auto repair shop,Richmond BC,(604) 366-1816,"5791 Minoru Blvd #130, Richmond, BC V6X 2B1, Canada",4.9,100,http://lzauto.ca/,real,https://maps.google.com/?cid=10393465864827311145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ssl_error,no,,no,,,,broken_ssl,45
ASC Collision Repair,auto repair shop,Richmond BC,(604) 278-8833,"5730 Cedarbridge Way, Richmond, BC V6X 2A7, Canada",4.8,100,http://www.asccollisionrepair.com/,real,https://maps.google.com/?cid=16287200156516779267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.asccollisionrepair.com/,yes,,342,336,builder_wix,45
Silk Cat Automotive Specialists Ltd,auto repair shop,North Vancouver BC,(604) 987-8228,"1053 Churchill Crescent, North Vancouver, BC V7P 1P9, Canada",4.7,57,http://silkcat.ca/,real,https://maps.google.com/?cid=12445125533280315150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://silkcat.ca/,yes,2020,90,10687,stale_copyright_2020;slow_load,45
Life Maid Easy,house cleaning service,Langley BC,(604) 682-6243,"445 W 6th Ave #201, Vancouver, BC V5Y 1L3, Canada",4.6,420,https://www.lifemaideasy.com/,real,https://maps.google.com/?cid=12693976011558721607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.lifemaideasy.com/,yes,2024,90,703,stale_copyright_2024,45
Memorable Maids,house cleaning service,Burnaby BC,,"5616 McKee St, Burnaby, BC V5J 2V1, Canada",4.8,276,https://www.memorablemaids.com/,real,https://maps.google.com/?cid=12402635404920696476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.memorablemaids.com/,yes,2015,123,3390,stale_copyright_2015,45
"Maid in a Minute Cleaning Services Coquitlam, Port Coquitlam & Port Moody",house cleaning service,Coquitlam BC,(778) 231-2910,"2678 Dixon St, Port Coquitlam, BC V3C 1T6, Canada",4.7,220,https://www.maidinaminutecleaningservices.com/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=gmb_profile,real,https://maps.google.com/?cid=8765796691158191952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.maidinaminutecleaningservices.com/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=gmb_profile,yes,,899,1604,builder_wix,45
Go2Girl Services Inc.,house cleaning service,Richmond BC,(604) 396-9462,"3800 Chatham St Unit 115, Richmond, BC V7E 2Z3, Canada",4.8,300,https://www.yourgo2girl.ca/,real,https://maps.google.com/?cid=3864327253449199971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://yourgo2girl.ca/,yes,2014,140,401,stale_copyright_2014,45
ProClean,house cleaning service,Richmond BC,(778) 710-7762,"1255 Seymour St, Vancouver, BC V6B 0H1, Canada",4.8,505,https://www.getproclean.com/,real,https://maps.google.com/?cid=591678596984683963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.getproclean.com/,yes,2020,254,228,stale_copyright_2020,45
Busy Force Building Maintenance Ltd.,house cleaning service,Richmond BC,(236) 881-6871,"2268 No 5 Rd #170, Richmond, BC V6X 2T1, Canada",5,220,http://busyforce.ca/,real,https://maps.google.com/?cid=17896270813117734440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://busyforce.ca/,yes,2017,340,280,stale_copyright_2017,45
Jan's precision Auto Body and Glass,auto repair shop,Langley BC,(604) 534-0444,"5870 200a St, Langley, BC V3A 5X8, Canada",4.6,157,https://jansautobody.com/,real,https://maps.google.com/?cid=197890242351823122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://jansautobody.com/,yes,,542,116,,45
Henneken Auto Sales & Service Ltd,auto repair shop,Richmond BC,(604) 263-8121,"8914 Oak St, Vancouver, BC V6P 4B7, Canada",4.6,151,https://www.hennekenauto.com/,real,https://maps.google.com/?cid=17076092135125812025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.hennekenauto.com/,yes,,19,97,,45
WaterLine Plumbing of Surrey BC,plumber,Surrey BC,(778) 562-5628,"7750 128 St #202, Surrey, BC V3W 0R6, Canada",5,46,https://www.waterlineplumbers.com/surrey,real,https://maps.google.com/?cid=7302898810208865854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.waterlineplumbers.com/surrey,yes,,276,415,,44
TYS Plumbing & Heating Ltd,plumber,Surrey BC,(778) 697-9433,"7868 165 St, Surrey, BC V4N 0M2, Canada",5,42,https://tysplumbingandheating.com/locations-we-serve/surrey-plumbing-and-heating/,real,https://maps.google.com/?cid=15513796140765717212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tysplumbingandheating.com/locations-we-serve/surrey-plumbing-and-heating/,yes,2025,204,794,,44
Alpine Plumbing & Heating,plumber,Surrey BC,(604) 817-1777,"12367 63a Ave, Surrey, BC V3X 3H4, Canada",4.8,49,https://www.alpineplumbing.ca/,real,https://maps.google.com/?cid=9073939515278209362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.alpineplumbing.ca/,yes,,1581,921,,44
Ark Plumbing and Heating,plumber,Surrey BC,(604) 441-3411,"10601 Whalley Blvd, Surrey, BC V3T 4H8, Canada",5,47,http://arkph.ca/,real,https://maps.google.com/?cid=4874275720316949776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.arkph.ca/,yes,2026,398,383,,44
